graph_id,edge_list
graph_10,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 23), (0, 29), (0, 31), (1, 4), (1, 7), (1, 9), (1, 10), (1, 11), (1, 15), (1, 16), (1, 18), (1, 23), (1, 26), (2, 9), (2, 11), (2, 14), (2, 29), (3, 6), (3, 8), (3, 10), (3, 15), (3, 17), (3, 19), (3, 27), (4, 5), (4, 11), (4, 19), (4, 20), (4, 22), (5, 6), (5, 8), (5, 9), (5, 11), (5, 14), (5, 17), (5, 18), (5, 35), (6, 7), (6, 8), (6, 31), (7, 12), (7, 18), (7, 22), (7, 32), (7, 38), (8, 10), (8, 15), (8, 20), (8, 32), (9, 10), (9, 13), (9, 14), (9, 18), (9, 19), (9, 20), (9, 22), (9, 23), (9, 24), (9, 33), (10, 15), (10, 32), (10, 36), (11, 20), (11, 25), (11, 28), (12, 14), (12, 16), (12, 39), (13, 15), (13, 21), (13, 24), (14, 16), (14, 17), (14, 20), (14, 22), (14, 29), (14, 30), (15, 17), (15, 18), (15, 20), (15, 21), (15, 23), (16, 17), (16, 19), (16, 22), (16, 26), (16, 27), (17, 18), (17, 19), (17, 26), (18, 22), (18, 36), (18, 37), (19, 20), (19, 30), (20, 21), (20, 22), (20, 24), (20, 26), (20, 31), (21, 22), (21, 23), (21, 25), (22, 28), (23, 24), (23, 26), (25, 26), (26, 28), (26, 29), (28, 30), (28, 34), (28, 36), (29, 31), (29, 32), (30, 31), (31, 36), (31, 42), (32, 39), (33, 37), (34, 35), (34, 38), (39, 40)"
graph_11,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (0, 11), (0, 13), (0, 14), (0, 16), (0, 22), (0, 23), (0, 24), (0, 25), (0, 31), (1, 2), (1, 8), (1, 11), (1, 13), (1, 19), (1, 21), (1, 22), (2, 3), (2, 4), (2, 8), (2, 12), (2, 14), (2, 17), (2, 20), (2, 22), (2, 26), (2, 30), (2, 32), (2, 34), (3, 8), (3, 9), (3, 10), (3, 13), (3, 18), (3, 20), (3, 21), (3, 23), (3, 25), (3, 28), (3, 33), (3, 37), (4, 5), (4, 8), (4, 10), (4, 11), (4, 14), (4, 16), (4, 21), (4, 39), (5, 7), (5, 9), (5, 11), (5, 12), (5, 17), (5, 18), (5, 23), (5, 27), (5, 30), (6, 7), (6, 8), (6, 13), (6, 16), (6, 19), (6, 24), (6, 26), (7, 10), (7, 11), (7, 13), (7, 18), (7, 20), (7, 27), (7, 35), (8, 10), (8, 17), (8, 23), (8, 28), (9, 10), (9, 11), (9, 12), (9, 15), (9, 22), (9, 28), (9, 30), (10, 14), (10, 15), (10, 16), (11, 12), (11, 18), (11, 20), (12, 13), (12, 14), (12, 15), (12, 16), (12, 19), (12, 21), (12, 24), (12, 25), (12, 27), (12, 30), (13, 16), (13, 18), (13, 21), (13, 23), (13, 27), (13, 34), (14, 16), (14, 17), (14, 19), (14, 27), (15, 16), (15, 17), (15, 23), (15, 24), (16, 17), (16, 19), (16, 27), (16, 35), (17, 18), (17, 23), (17, 27), (17, 30), (18, 19), (18, 23), (19, 24), (20, 21), (20, 25), (20, 26), (21, 24), (21, 26), (21, 36), (22, 29), (22, 30), (22, 35), (22, 38), (23, 25), (23, 36), (23, 38), (24, 26), (24, 35), (24, 36), (25, 27), (25, 36), (26, 30), (28, 29), (30, 31), (30, 38), (30, 39), (31, 34), (32, 39), (33, 40), (33, 41), (33, 44), (40, 41)"
graph_12,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 13), (0, 15), (0, 17), (0, 18), (0, 19), (0, 22), (0, 25), (1, 4), (1, 9), (1, 11), (1, 12), (1, 13), (1, 17), (1, 22), (1, 24), (1, 28), (1, 30), (1, 33), (2, 3), (2, 5), (2, 6), (2, 7), (2, 8), (2, 18), (2, 20), (2, 24), (2, 29), (3, 6), (3, 10), (3, 12), (3, 23), (3, 25), (3, 27), (3, 30), (4, 11), (4, 19), (4, 23), (4, 29), (5, 6), (5, 7), (5, 9), (5, 12), (5, 14), (5, 24), (5, 26), (6, 7), (6, 13), (6, 14), (6, 16), (6, 19), (6, 26), (7, 9), (7, 10), (7, 12), (7, 13), (7, 15), (7, 16), (7, 17), (7, 19), (7, 31), (8, 9), (8, 10), (8, 13), (8, 14), (8, 19), (9, 14), (9, 15), (9, 16), (9, 18), (9, 28), (10, 14), (10, 16), (10, 17), (11, 16), (11, 23), (11, 37), (12, 13), (12, 14), (12, 16), (12, 17), (12, 20), (12, 23), (12, 25), (12, 39), (13, 15), (13, 16), (13, 19), (13, 22), (13, 29), (13, 32), (13, 34), (14, 20), (14, 28), (15, 16), (15, 18), (15, 20), (15, 21), (15, 26), (15, 31), (16, 25), (17, 18), (17, 22), (17, 28), (18, 25), (18, 35), (18, 38), (19, 26), (20, 21), (20, 32), (21, 22), (21, 25), (21, 27), (21, 28), (21, 29), (21, 30), (21, 36), (22, 23), (22, 31), (23, 37), (24, 27), (24, 39), (25, 26), (25, 28), (25, 31), (25, 34), (26, 27), (26, 33), (28, 29), (28, 33), (28, 37), (29, 32), (30, 33), (30, 38), (31, 32), (32, 34), (32, 41), (33, 38), (34, 35), (35, 40), (36, 37)"
graph_13,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 14), (0, 15), (0, 16), (0, 18), (0, 19), (0, 21), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 30), (1, 4), (1, 7), (1, 11), (1, 20), (1, 36), (2, 3), (2, 5), (2, 9), (2, 11), (2, 17), (2, 20), (3, 4), (3, 7), (3, 11), (3, 13), (3, 15), (3, 18), (3, 23), (4, 5), (4, 8), (4, 12), (4, 14), (4, 24), (4, 25), (4, 27), (5, 6), (5, 8), (5, 9), (5, 18), (5, 21), (5, 25), (5, 35), (6, 7), (6, 10), (6, 11), (6, 12), (6, 13), (6, 22), (6, 27), (6, 28), (7, 9), (7, 14), (7, 15), (7, 16), (7, 20), (7, 30), (7, 37), (8, 9), (8, 10), (9, 20), (10, 11), (10, 12), (10, 13), (10, 28), (11, 12), (11, 13), (11, 29), (12, 13), (12, 17), (12, 28), (13, 15), (13, 16), (13, 17), (13, 18), (13, 20), (13, 25), (13, 30), (14, 19), (14, 24), (14, 29), (15, 17), (15, 25), (16, 17), (16, 18), (16, 19), (16, 25), (16, 41), (17, 19), (17, 20), (17, 22), (17, 23), (17, 26), (18, 28), (18, 29), (19, 21), (19, 29), (20, 21), (20, 22), (21, 30), (22, 28), (23, 24), (24, 27), (24, 36), (26, 27), (26, 29), (26, 35), (27, 30), (27, 33), (27, 35), (28, 29), (28, 30), (29, 31), (30, 31), (30, 37), (31, 32), (32, 33), (33, 35), (33, 40), (34, 35), (34, 36)"
graph_14,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 13), (0, 14), (0, 15), (0, 19), (0, 20), (0, 24), (0, 25), (1, 2), (1, 6), (1, 10), (1, 13), (1, 16), (1, 19), (1, 26), (2, 5), (2, 7), (2, 8), (2, 10), (2, 11), (2, 15), (2, 16), (2, 17), (2, 20), (2, 21), (2, 33), (3, 9), (3, 11), (3, 13), (3, 17), (4, 5), (4, 11), (4, 13), (4, 15), (4, 16), (4, 18), (4, 19), (4, 21), (5, 7), (5, 9), (5, 10), (5, 11), (5, 13), (5, 15), (5, 16), (5, 18), (5, 35), (6, 7), (6, 9), (6, 16), (6, 20), (6, 22), (6, 25), (6, 32), (7, 8), (7, 14), (7, 15), (7, 17), (7, 20), (7, 23), (7, 24), (7, 28), (7, 36), (8, 9), (8, 10), (8, 11), (8, 14), (8, 17), (8, 18), (8, 21), (8, 29), (8, 40), (9, 18), (9, 21), (9, 40), (10, 14), (10, 17), (10, 31), (11, 12), (11, 15), (11, 16), (11, 18), (11, 20), (11, 23), (11, 40), (12, 18), (12, 23), (12, 24), (12, 26), (12, 29), (12, 35), (13, 18), (13, 30), (14, 15), (14, 18), (14, 23), (14, 27), (14, 37), (15, 16), (15, 17), (15, 18), (16, 17), (16, 22), (16, 27), (17, 18), (17, 21), (17, 22), (17, 26), (17, 39), (18, 19), (18, 22), (18, 33), (19, 21), (19, 23), (19, 25), (19, 27), (19, 30), (19, 31), (20, 26), (20, 28), (21, 25), (21, 35), (22, 24), (23, 28), (24, 25), (24, 31), (25, 27), (26, 28), (26, 34), (28, 29), (29, 30), (31, 32), (31, 44), (41, 42)"
graph_15,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 16), (0, 17), (0, 18), (0, 22), (0, 23), (0, 33), (1, 4), (1, 6), (1, 9), (1, 11), (1, 17), (1, 18), (1, 20), (1, 22), (1, 24), (1, 32), (2, 7), (2, 10), (2, 11), (2, 13), (2, 15), (2, 16), (2, 22), (2, 27), (3, 4), (3, 6), (3, 7), (3, 8), (3, 9), (3, 14), (3, 15), (3, 16), (3, 21), (3, 23), (3, 25), (3, 28), (4, 8), (4, 13), (4, 14), (4, 16), (4, 24), (4, 26), (5, 7), (5, 9), (5, 12), (5, 17), (5, 18), (5, 19), (5, 25), (5, 32), (6, 9), (6, 10), (6, 23), (6, 25), (6, 27), (7, 8), (7, 9), (7, 10), (7, 19), (7, 31), (8, 10), (8, 12), (8, 17), (8, 19), (8, 20), (8, 29), (8, 32), (8, 33), (9, 12), (9, 21), (9, 22), (10, 11), (10, 17), (10, 21), (10, 24), (11, 12), (11, 13), (11, 14), (11, 16), (11, 27), (12, 13), (12, 14), (12, 16), (12, 17), (12, 29), (12, 31), (12, 32), (12, 39), (13, 17), (13, 18), (13, 20), (13, 21), (13, 31), (14, 15), (14, 18), (14, 20), (14, 21), (14, 24), (14, 29), (15, 17), (15, 19), (16, 19), (16, 21), (16, 22), (16, 23), (16, 29), (16, 30), (16, 44), (17, 21), (17, 28), (17, 29), (18, 22), (18, 25), (18, 30), (19, 25), (19, 29), (19, 34), (20, 25), (20, 29), (20, 40), (21, 22), (21, 24), (21, 25), (21, 27), (21, 32), (22, 25), (22, 35), (23, 28), (24, 25), (24, 26), (24, 30), (25, 37), (26, 34), (27, 41), (28, 29), (28, 33), (28, 36), (28, 37), (30, 40), (31, 33), (31, 36), (32, 39), (41, 44)"
graph_16,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 16), (0, 17), (0, 18), (0, 23), (1, 8), (1, 9), (1, 10), (1, 13), (1, 14), (1, 15), (1, 18), (1, 22), (1, 27), (2, 3), (2, 5), (2, 6), (2, 8), (2, 12), (2, 19), (2, 21), (2, 33), (3, 4), (3, 11), (3, 13), (3, 17), (3, 18), (3, 19), (3, 20), (3, 24), (3, 28), (3, 31), (3, 35), (4, 5), (4, 8), (4, 9), (4, 15), (5, 6), (5, 11), (5, 12), (5, 16), (5, 17), (5, 26), (5, 27), (5, 29), (6, 8), (6, 9), (6, 11), (6, 12), (6, 16), (6, 18), (6, 21), (6, 22), (6, 23), (6, 28), (7, 9), (7, 11), (7, 12), (7, 16), (7, 17), (7, 18), (7, 26), (7, 35), (7, 39), (8, 10), (8, 15), (8, 16), (8, 17), (8, 20), (8, 24), (8, 26), (8, 33), (8, 39), (9, 10), (9, 11), (9, 15), (9, 18), (9, 19), (9, 20), (9, 21), (9, 23), (9, 24), (9, 29), (9, 39), (10, 11), (10, 12), (10, 19), (11, 12), (11, 13), (11, 15), (11, 20), (11, 21), (11, 39), (12, 14), (12, 17), (12, 29), (12, 35), (13, 17), (13, 18), (13, 19), (13, 20), (13, 22), (13, 28), (13, 29), (14, 20), (14, 22), (15, 20), (15, 22), (15, 26), (15, 29), (15, 30), (16, 17), (16, 24), (16, 26), (16, 30), (17, 24), (17, 30), (18, 19), (18, 25), (18, 30), (18, 32), (19, 20), (19, 21), (21, 23), (21, 25), (21, 28), (22, 27), (22, 30), (23, 24), (23, 25), (23, 26), (24, 27), (25, 32), (26, 31), (27, 28), (28, 38), (29, 30), (30, 31), (31, 32)"
graph_17,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 15), (0, 16), (0, 17), (0, 23), (0, 28), (1, 2), (1, 4), (1, 5), (1, 11), (1, 13), (1, 19), (1, 25), (1, 28), (1, 34), (2, 3), (2, 5), (2, 6), (2, 9), (2, 11), (2, 13), (2, 15), (2, 16), (2, 19), (2, 36), (3, 5), (3, 9), (3, 14), (3, 20), (3, 21), (3, 26), (3, 27), (4, 8), (4, 14), (4, 18), (4, 25), (4, 30), (5, 11), (5, 13), (5, 22), (6, 8), (6, 10), (6, 12), (6, 20), (6, 22), (7, 11), (7, 13), (7, 20), (7, 23), (7, 28), (7, 42), (8, 10), (8, 11), (8, 14), (8, 16), (8, 19), (8, 28), (8, 30), (9, 12), (9, 14), (9, 17), (9, 23), (10, 11), (10, 14), (10, 26), (10, 27), (11, 13), (11, 15), (11, 18), (11, 20), (11, 21), (11, 22), (11, 25), (12, 14), (12, 15), (12, 19), (12, 27), (12, 28), (13, 19), (13, 21), (13, 22), (13, 32), (14, 15), (14, 16), (14, 17), (14, 19), (14, 21), (14, 24), (14, 25), (14, 30), (14, 34), (14, 36), (15, 21), (15, 28), (15, 29), (15, 36), (16, 17), (16, 19), (16, 22), (16, 30), (17, 18), (17, 19), (17, 22), (17, 23), (17, 25), (17, 29), (17, 30), (18, 20), (18, 43), (19, 30), (20, 26), (20, 27), (21, 27), (21, 30), (21, 32), (23, 26), (23, 29), (24, 25), (25, 26), (26, 27), (26, 28), (27, 29), (28, 31), (28, 35), (30, 31), (31, 32), (31, 33), (31, 36)"
graph_18,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 18), (0, 20), (0, 23), (0, 26), (0, 29), (1, 2), (1, 9), (1, 12), (1, 14), (1, 18), (1, 19), (1, 37), (2, 6), (2, 7), (2, 8), (2, 11), (2, 13), (2, 15), (2, 21), (2, 24), (3, 4), (3, 5), (3, 7), (3, 20), (3, 21), (3, 24), (3, 25), (4, 5), (4, 7), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 15), (4, 23), (4, 28), (5, 7), (5, 8), (5, 10), (5, 15), (5, 17), (5, 22), (5, 23), (5, 26), (5, 29), (5, 33), (6, 8), (6, 11), (6, 13), (6, 14), (6, 19), (6, 26), (6, 32), (7, 13), (7, 15), (7, 18), (7, 21), (7, 23), (7, 25), (8, 10), (8, 13), (8, 14), (8, 30), (9, 12), (9, 14), (9, 19), (9, 21), (9, 30), (10, 11), (10, 12), (10, 13), (10, 14), (10, 22), (10, 28), (10, 31), (10, 41), (11, 13), (11, 15), (11, 16), (11, 27), (12, 13), (12, 21), (12, 30), (13, 16), (13, 18), (13, 19), (13, 35), (14, 20), (14, 21), (14, 27), (14, 31), (15, 18), (15, 20), (15, 23), (15, 28), (16, 18), (16, 20), (16, 39), (17, 25), (17, 26), (17, 40), (18, 20), (18, 23), (18, 26), (18, 27), (18, 29), (19, 23), (20, 21), (21, 30), (22, 27), (22, 33), (23, 24), (23, 41), (25, 26), (25, 36), (26, 27), (27, 31), (27, 40), (28, 36), (28, 42), (31, 33), (31, 37), (32, 34), (33, 34), (33, 35), (36, 37), (36, 41), (38, 39)"
graph_19,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 16), (0, 20), (0, 21), (0, 25), (0, 28), (0, 29), (0, 33), (1, 3), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 14), (1, 19), (1, 23), (2, 4), (2, 5), (2, 6), (2, 7), (2, 9), (2, 14), (2, 16), (2, 20), (2, 22), (2, 32), (3, 6), (3, 7), (3, 9), (3, 12), (3, 13), (3, 17), (3, 19), (3, 20), (4, 6), (4, 18), (4, 20), (4, 22), (4, 40), (5, 18), (5, 21), (5, 22), (5, 23), (5, 25), (6, 9), (6, 17), (6, 20), (6, 21), (6, 33), (7, 9), (7, 12), (7, 23), (8, 9), (8, 10), (8, 15), (8, 31), (8, 36), (9, 10), (9, 12), (9, 13), (9, 15), (9, 18), (9, 19), (9, 23), (9, 29), (9, 34), (9, 37), (9, 40), (10, 12), (10, 17), (10, 18), (10, 22), (10, 26), (10, 28), (10, 37), (11, 16), (11, 23), (11, 30), (12, 26), (13, 16), (13, 18), (14, 16), (14, 18), (14, 19), (14, 20), (14, 26), (14, 31), (15, 16), (15, 19), (15, 22), (15, 23), (15, 27), (15, 28), (15, 33), (16, 26), (16, 27), (17, 18), (17, 24), (17, 27), (17, 33), (18, 19), (18, 24), (18, 28), (19, 23), (20, 24), (20, 29), (21, 30), (21, 37), (21, 40), (23, 28), (24, 32), (25, 26), (25, 35), (26, 28), (26, 34), (28, 29), (28, 30), (32, 38), (35, 36), (35, 39)"
graph_20,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 12), (0, 15), (0, 16), (0, 17), (0, 19), (0, 20), (0, 21), (1, 2), (1, 3), (1, 4), (1, 9), (1, 11), (1, 25), (1, 30), (2, 4), (2, 6), (2, 9), (2, 11), (2, 15), (2, 21), (2, 24), (2, 27), (2, 37), (3, 6), (3, 7), (3, 8), (3, 10), (3, 11), (3, 15), (3, 19), (3, 20), (3, 24), (3, 26), (3, 27), (3, 28), (3, 30), (4, 6), (4, 7), (4, 10), (4, 11), (4, 12), (4, 13), (4, 16), (4, 23), (4, 26), (4, 34), (5, 7), (5, 12), (5, 14), (5, 15), (5, 34), (6, 8), (6, 9), (6, 10), (6, 15), (6, 17), (6, 21), (6, 22), (6, 29), (7, 11), (7, 12), (7, 15), (7, 20), (7, 26), (7, 27), (8, 14), (8, 18), (8, 26), (9, 11), (9, 15), (9, 16), (9, 19), (9, 21), (9, 22), (9, 26), (9, 34), (10, 12), (10, 14), (10, 15), (10, 18), (10, 23), (11, 14), (11, 18), (11, 24), (11, 35), (12, 14), (12, 15), (12, 20), (12, 21), (12, 22), (12, 23), (12, 26), (13, 19), (14, 34), (15, 17), (15, 18), (15, 20), (15, 22), (15, 32), (15, 34), (15, 35), (16, 19), (16, 29), (17, 26), (18, 23), (18, 36), (18, 40), (19, 25), (19, 26), (19, 35), (20, 22), (20, 24), (20, 26), (21, 22), (21, 24), (22, 34), (22, 35), (23, 30), (25, 26), (26, 29), (26, 30), (27, 30), (27, 31), (28, 29), (30, 39), (32, 35), (33, 34), (36, 37), (36, 38), (37, 44), (42, 43)"
graph_21,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 22), (0, 25), (0, 27), (1, 2), (1, 3), (1, 5), (1, 7), (1, 9), (1, 10), (1, 13), (1, 14), (1, 17), (1, 27), (1, 28), (2, 7), (2, 8), (2, 19), (2, 20), (2, 22), (2, 24), (3, 4), (3, 5), (3, 6), (3, 7), (3, 11), (3, 19), (3, 22), (3, 23), (4, 6), (4, 7), (4, 8), (4, 12), (4, 21), (4, 23), (4, 25), (4, 29), (4, 32), (5, 6), (5, 8), (5, 10), (5, 11), (5, 12), (5, 14), (5, 15), (6, 8), (6, 10), (6, 11), (6, 12), (6, 15), (6, 18), (6, 24), (6, 25), (6, 26), (7, 8), (7, 9), (7, 16), (7, 17), (7, 22), (7, 24), (7, 34), (8, 9), (8, 10), (8, 11), (8, 17), (8, 21), (9, 15), (9, 28), (9, 31), (10, 15), (10, 16), (10, 21), (11, 12), (11, 13), (11, 17), (11, 21), (11, 34), (11, 35), (12, 13), (12, 15), (12, 17), (12, 19), (12, 25), (13, 14), (13, 16), (13, 21), (13, 22), (13, 25), (13, 30), (14, 15), (14, 16), (14, 17), (14, 21), (14, 24), (14, 25), (15, 18), (15, 25), (15, 36), (16, 17), (16, 24), (16, 25), (16, 27), (16, 30), (17, 20), (17, 31), (18, 19), (18, 28), (19, 28), (21, 24), (21, 27), (21, 29), (22, 23), (22, 28), (22, 31), (22, 38), (23, 30), (23, 34), (23, 38), (24, 25), (24, 30), (24, 35), (25, 26), (26, 27), (26, 29), (26, 34), (26, 36), (26, 39), (27, 34), (27, 36), (28, 32), (29, 36), (30, 32), (31, 32), (31, 36), (31, 39), (33, 43), (34, 39)"
graph_22,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (0, 15), (0, 16), (0, 17), (0, 20), (0, 21), (0, 23), (0, 25), (1, 2), (1, 4), (1, 6), (1, 13), (1, 14), (1, 15), (1, 22), (1, 24), (1, 26), (2, 3), (2, 4), (2, 5), (2, 7), (2, 9), (2, 10), (2, 12), (2, 13), (2, 15), (2, 22), (2, 25), (3, 4), (3, 7), (3, 8), (3, 14), (3, 17), (3, 22), (3, 25), (3, 34), (4, 5), (4, 6), (4, 7), (4, 12), (4, 13), (4, 16), (4, 21), (4, 22), (4, 27), (4, 29), (4, 36), (4, 38), (5, 6), (5, 7), (5, 12), (5, 15), (5, 17), (5, 26), (6, 11), (6, 14), (6, 27), (6, 29), (6, 36), (7, 9), (7, 10), (7, 15), (7, 20), (7, 23), (7, 25), (7, 26), (7, 29), (7, 30), (7, 37), (8, 11), (8, 13), (8, 16), (8, 28), (8, 42), (9, 10), (9, 13), (9, 19), (10, 12), (10, 15), (10, 17), (10, 28), (10, 33), (11, 16), (11, 17), (11, 18), (11, 23), (11, 24), (11, 32), (11, 33), (12, 18), (12, 20), (12, 25), (12, 26), (12, 36), (13, 17), (13, 20), (13, 22), (13, 27), (13, 28), (13, 38), (14, 15), (14, 21), (14, 24), (15, 22), (15, 27), (15, 33), (15, 34), (16, 17), (16, 18), (16, 34), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 29), (18, 21), (18, 28), (19, 22), (19, 26), (20, 24), (20, 27), (20, 29), (21, 25), (21, 26), (21, 33), (21, 34), (22, 26), (22, 30), (22, 31), (23, 27), (23, 32), (24, 33), (25, 37), (25, 41), (26, 27), (26, 29), (26, 36), (27, 30), (31, 34), (33, 37), (35, 38), (35, 39)"
graph_23,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 15), (0, 17), (0, 18), (0, 23), (0, 26), (0, 31), (0, 33), (1, 3), (1, 5), (1, 7), (1, 8), (1, 9), (1, 10), (1, 20), (2, 7), (2, 14), (2, 16), (2, 17), (2, 21), (2, 22), (2, 24), (2, 25), (2, 29), (3, 4), (3, 5), (3, 6), (3, 7), (3, 10), (3, 13), (3, 21), (3, 30), (3, 39), (4, 7), (4, 10), (4, 12), (4, 13), (4, 17), (4, 18), (4, 22), (5, 8), (5, 13), (5, 14), (5, 15), (5, 19), (6, 12), (6, 16), (6, 17), (7, 10), (7, 15), (7, 17), (7, 24), (8, 10), (8, 11), (8, 14), (8, 16), (8, 20), (8, 23), (8, 25), (8, 27), (8, 31), (9, 10), (9, 11), (9, 14), (9, 15), (9, 16), (10, 16), (10, 28), (10, 33), (11, 12), (11, 15), (11, 17), (11, 20), (11, 21), (11, 23), (11, 36), (11, 39), (12, 20), (12, 21), (12, 28), (13, 14), (13, 17), (13, 22), (14, 16), (14, 19), (14, 23), (14, 26), (14, 30), (15, 16), (15, 17), (15, 19), (16, 17), (16, 18), (16, 25), (16, 32), (16, 33), (16, 39), (17, 18), (17, 24), (18, 21), (19, 20), (19, 22), (19, 23), (19, 25), (19, 29), (19, 35), (19, 38), (20, 25), (20, 29), (20, 40), (21, 23), (21, 27), (21, 35), (22, 24), (22, 30), (23, 24), (23, 35), (24, 25), (24, 26), (26, 31), (26, 32), (27, 34), (30, 33), (31, 32), (32, 37)"
graph_24,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 14), (0, 15), (0, 17), (0, 19), (0, 20), (0, 21), (0, 26), (0, 28), (0, 31), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 10), (1, 16), (1, 18), (1, 30), (2, 3), (2, 4), (2, 6), (2, 7), (2, 9), (2, 11), (2, 12), (2, 15), (2, 27), (3, 6), (3, 7), (3, 9), (3, 10), (3, 14), (3, 16), (3, 19), (3, 21), (3, 24), (3, 26), (3, 33), (4, 10), (4, 13), (4, 14), (4, 18), (4, 30), (5, 7), (5, 10), (5, 11), (5, 18), (5, 24), (5, 32), (6, 7), (6, 12), (6, 13), (6, 16), (6, 21), (6, 25), (7, 8), (7, 10), (7, 11), (7, 12), (7, 13), (7, 21), (7, 25), (8, 17), (8, 19), (8, 20), (8, 23), (8, 24), (8, 26), (8, 37), (9, 10), (9, 12), (9, 18), (9, 23), (9, 25), (9, 29), (9, 34), (10, 11), (10, 13), (10, 16), (10, 24), (10, 28), (10, 30), (11, 13), (11, 16), (11, 17), (11, 19), (11, 20), (11, 30), (12, 13), (12, 14), (13, 14), (13, 25), (13, 32), (14, 15), (14, 16), (14, 17), (14, 25), (15, 22), (15, 25), (15, 32), (16, 20), (16, 29), (17, 18), (17, 21), (17, 23), (17, 26), (17, 35), (17, 36), (18, 19), (18, 20), (18, 21), (18, 22), (18, 25), (19, 21), (19, 23), (19, 26), (19, 27), (19, 30), (19, 41), (20, 21), (20, 22), (20, 23), (20, 24), (21, 22), (21, 25), (22, 23), (22, 24), (22, 36), (23, 24), (23, 29), (23, 35), (24, 26), (24, 33), (26, 32), (26, 36), (27, 28), (27, 30), (28, 34), (29, 37), (33, 37)"
